Survey_ID,SurveyYear,StateID,Commodity,DataItem,Value,Volume,UnitCost,Measure
6471,2000,29,OATS,"OATS - PRODUCTION, MEASURED IN $",2385000,1590000,$1.50,BU
6472,2000,29,RICE,"RICE - PRODUCTION, MEASURED IN $",52018000,9633000,$5.40,CWT
6473,2000,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",43679000,24840000,$1.76,BU
6474,2000,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",796250000,175000000,$4.55,BU
6476,2000,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",112632000,49400000,$2.28,BU
6475,2000,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",112632000,49400000,$2.28,BU
6153,2001,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",677768000,345800000,$1.96,BU
6154,2001,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",22780000,268000,$85.00,TONS
6155,2001,29,HAY,"HAY - PRODUCTION, MEASURED IN $",562763000,8179000,$68.81,TONS
6156,2001,29,OATS,"OATS - PRODUCTION, MEASURED IN $",1600000,1000000,$1.60,BU
6157,2001,29,RICE,"RICE - PRODUCTION, MEASURED IN $",45954000,12420000,$3.70,CWT
6158,2001,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",40070000,20680000,$1.94,BU
6159,2001,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",804384000,186200000,$4.32,BU
6161,2001,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",99317000,41040000,$2.42,BU
6160,2001,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",99317000,41040000,$2.42,BU
5838,2002,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",694575000,283500000,$2.45,BU
5839,2002,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",20710000,218000,$95.00,TONS
5840,2002,29,HAY,"HAY - PRODUCTION, MEASURED IN $",517842000,8323000,$62.22,TONS
5841,2002,29,OATS,"OATS - PRODUCTION, MEASURED IN $",3302000,1785000,$1.85,BU
5842,2002,29,RICE,"RICE - PRODUCTION, MEASURED IN $",42943000,11011000,$3.90,CWT
5843,2002,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",38166000,16150000,$2.36,BU
5844,2002,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",941800000,170000000,$5.54,BU
5845,2002,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",101323000,33440000,$3.03,BU
5846,2002,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",101323000,33440000,$3.03,BU
5523,2003,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",743904000,302400000,$2.46,BU
5524,2003,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",34250000,274000,$125.00,TONS
5525,2003,29,HAY,"HAY - PRODUCTION, MEASURED IN $",487684000,8122000,$60.04,TONS
5526,2003,29,OATS,"OATS - PRODUCTION, MEASURED IN $",1990000,1206000,$1.65,BU
5527,2003,29,RICE,"RICE - PRODUCTION, MEASURED IN $",75485000,10484000,$7.20,CWT
5528,2003,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",38847000,16170000,$2.40,BU
5529,2003,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",1098108000,146025000,$7.52,BU
5531,2003,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",163986000,53070000,$3.09,BU
5530,2003,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",163986000,53070000,$3.09,BU
5208,2004,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",947117000,466560000,$2.03,BU
5209,2004,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",24522000,268000,$91.50,TONS
5210,2004,29,HAY,"HAY - PRODUCTION, MEASURED IN $",505980000,9420000,$53.71,TONS
5211,2004,29,OATS,"OATS - PRODUCTION, MEASURED IN $",1073000,650000,$1.65,BU
5212,2004,29,RICE,"RICE - PRODUCTION, MEASURED IN $",92562000,13261000,$6.98,CWT
5213,2004,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",28150000,15660000,$1.80,BU
5214,2004,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",1254384000,223200000,$5.62,BU
5216,2004,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",156686000,48360000,$3.24,BU
5215,2004,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",156686000,48360000,$3.24,BU
4894,2005,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",669230000,329670000,$2.03,BU
4895,2005,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",22230000,285000,$78.00,TONS
4896,2005,29,HAY,"HAY - PRODUCTION, MEASURED IN $",379812000,6637000,$57.23,TONS
4897,2005,29,OATS,"OATS - PRODUCTION, MEASURED IN $",2340000,1300000,$1.80,BU
4898,2005,29,RICE,"RICE - PRODUCTION, MEASURED IN $",97032000,14124000,$6.87,CWT
4899,2005,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",18922000,9880000,$1.92,BU
4900,2005,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",1030069000,181670000,$5.67,BU
4902,2005,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",95877000,28620000,$3.35,BU
4901,2005,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",95877000,28620000,$3.35,BU
4581,2006,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1110596000,362940000,$3.06,BU
4582,2006,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",33926000,359000,$94.50,TONS
4583,2006,29,HAY,"HAY - PRODUCTION, MEASURED IN $",496126000,6944000,$71.45,TONS
4584,2006,29,OATS,"OATS - PRODUCTION, MEASURED IN $",3549000,1820000,$1.95,BU
4585,2006,29,RICE,"RICE - PRODUCTION, MEASURED IN $",128468000,13696000,$9.38,CWT
4586,2006,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",25685000,8075000,$3.18,BU
4587,2006,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",1256345000,194180000,$6.47,BU
4589,2006,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",172973000,49140000,$3.52,BU
4588,2006,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",172973000,49140000,$3.52,BU
4268,2007,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1909026000,457800000,$4.17,BU
4269,2007,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",44160000,276000,$160.00,TONS
4270,2007,29,HAY,"HAY - PRODUCTION, MEASURED IN $",746372000,7528000,$99.15,TONS
4271,2007,29,OATS,"OATS - PRODUCTION, MEASURED IN $",1140000,400000,$2.85,BU
4272,2007,29,RICE,"RICE - PRODUCTION, MEASURED IN $",146120000,12279000,$11.90,CWT
4273,2007,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",35912000,9600000,$3.74,BU
4274,2007,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",1768763000,175125000,$10.10,BU
4276,2007,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",195633000,37840000,$5.17,BU
4275,2007,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",195633000,37840000,$5.17,BU
3955,2008,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1568376000,381600000,$4.11,BU
3956,2008,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",61200000,240000,$255.00,TONS
3957,2008,29,HAY,"HAY - PRODUCTION, MEASURED IN $",834820000,8820000,$94.65,TONS
3958,2008,29,OATS,"OATS - PRODUCTION, MEASURED IN $",1287000,330000,$3.90,BU
3959,2008,29,RICE,"RICE - PRODUCTION, MEASURED IN $",181787000,13173000,$13.80,CWT
3960,2008,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",27725000,7760000,$3.57,BU
3961,2008,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",1861704000,191140000,$9.74,BU
3962,2008,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",305592000,57120000,$5.35,BU
3963,2008,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",305592000,57120000,$5.35,BU
3650,2009,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",32725000,192500,$170.00,TONS
3651,2009,29,HAY,"HAY - PRODUCTION, MEASURED IN $",472200000,8040000,$58.73,TONS
3652,2009,29,OATS,"OATS - PRODUCTION, MEASURED IN $",1337000,495000,$2.70,BU
3653,2009,29,RICE,"RICE - PRODUCTION, MEASURED IN $",173157000,13423000,$12.90,CWT
3654,2009,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",12135000,3698000,$3.28,BU
3655,2009,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2215586000,230550000,$9.61,BU
3657,2009,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",144165000,33605000,$4.29,BU
3656,2009,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",144165000,33605000,$4.29,BU
3346,2010,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1974150000,369000000,$5.35,BU
3347,2010,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",40290000,237000,$170.00,TONS
3348,2010,29,HAY,"HAY - PRODUCTION, MEASURED IN $",507960000,7512000,$67.62,TONS
3349,2010,29,OATS,"OATS - PRODUCTION, MEASURED IN $",1134000,405000,$2.80,BU
3350,2010,29,RICE,"RICE - PRODUCTION, MEASURED IN $",178794000,16254000,$11.00,CWT
3351,2010,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",14703000,2574000,$5.71,BU
3352,2010,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2461739000,210405000,$11.70,BU
3354,2010,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",59082000,11960000,$4.94,BU
3353,2010,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",59082000,11960000,$4.94,BU
3043,2011,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2225280000,347700000,$6.40,BU
3044,2011,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",88660000,341000,$260.00,TONS
3045,2011,29,HAY,"HAY - PRODUCTION, MEASURED IN $",551550000,6250000,$88.25,TONS
3046,2011,29,OATS,"OATS - PRODUCTION, MEASURED IN $",1505000,392000,$3.84,BU
3047,2011,29,RICE,"RICE - PRODUCTION, MEASURED IN $",112158000,8308000,$13.50,CWT
3048,2011,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",14636000,2376000,$6.16,BU
3049,2011,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2377063000,190165000,$12.50,BU
3050,2011,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",230460000,34500000,$6.68,BU
3051,2011,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",230460000,34500000,$6.68,BU
2745,2012,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1816650000,247500000,$7.34,BU
2746,2012,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",71680000,256000,$280.00,TONS
2747,2012,29,HAY,"HAY - PRODUCTION, MEASURED IN $",610980000,5580000,$109.49,TONS
2748,2012,29,OATS,"OATS - PRODUCTION, MEASURED IN $",1726000,416000,$4.15,BU
2749,2012,29,RICE,"RICE - PRODUCTION, MEASURED IN $",174445000,12372000,$14.10,CWT
2750,2012,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",21973000,3190000,$6.89,BU
2751,2012,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2292450000,158100000,$14.50,BU
2753,2012,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",271742000,39440000,$6.89,BU
2752,2012,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",271742000,39440000,$6.89,BU
2447,2013,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1988864000,435200000,$4.57,BU
2448,2013,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",51865000,205000,$253.00,TONS
2449,2013,29,HAY,"HAY - PRODUCTION, MEASURED IN $",862088000,7921000,$108.84,TONS
2450,2013,29,OATS,"OATS - PRODUCTION, MEASURED IN $",2857000,742000,$3.85,BU
2451,2013,29,RICE,"RICE - PRODUCTION, MEASURED IN $",165617000,10968000,$15.10,CWT
2452,2013,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",22179000,4920000,$4.51,BU
2453,2013,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2645676000,201960000,$13.10,BU
2454,2013,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",367750000,56145000,$6.55,BU
2455,2013,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",367750000,56145000,$6.55,BU
2147,2014,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2225527000,628680000,$3.54,BU
2148,2014,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",43680000,200000,$218.40,TONS
2149,2014,29,HAY,"HAY - PRODUCTION, MEASURED IN $",612500000,7100000,$86.27,TONS
2150,2014,29,OATS,"OATS - PRODUCTION, MEASURED IN $",3676000,845000,$4.35,BU
2151,2014,29,RICE,"RICE - PRODUCTION, MEASURED IN $",159940000,14540000,$11.00,CWT
2152,2014,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",26218000,7373000,$3.56,BU
2154,2014,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2596751000,259935000,$9.99,BU
2155,2014,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",230051000,42920000,$5.36,BU
2156,2014,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",230051000,42920000,$5.36,BU
1849,2015,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1613858000,437360000,$3.69,BU
1850,2015,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",41426000,154000,$269.00,TONS
1851,2015,29,HAY,"HAY - PRODUCTION, MEASURED IN $",562380000,6398000,$87.90,TONS
1852,2015,29,OATS,"OATS - PRODUCTION, MEASURED IN $",2503000,910000,$2.75,BU
1853,2015,29,RICE,"RICE - PRODUCTION, MEASURED IN $",136774000,12212000,$11.20,CWT
1854,2015,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",49303000,13160000,$3.75,BU
1855,2015,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",1658281000,181035000,$9.16,BU
1856,2015,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",133200000,32330000,$4.12,BU
1857,2015,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",133200000,32330000,$4.12,BU
1552,2016,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1939700000,570500000,$3.40,BU
1553,2016,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",41976000,198000,$212.00,TONS
1554,2016,29,HAY,"HAY - PRODUCTION, MEASURED IN $",542688000,6066000,$89.46,TONS
1555,2016,29,OATS,"OATS - PRODUCTION, MEASURED IN $",2622000,1140000,$2.30,BU
1556,2016,29,RICE,"RICE - PRODUCTION, MEASURED IN $",152292000,15352000,$9.92,CWT
1557,2016,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",14939000,5130000,$2.91,BU
1558,2016,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2606016000,271460000,$9.60,BU
1560,2016,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",159201000,39900000,$3.99,BU
1559,2016,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",159201000,39900000,$3.99,BU
1259,2017,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1884025000,552500000,$3.41,BU
1260,2017,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",38760000,255000,$152.00,TONS
1261,2017,29,HAY,"HAY - PRODUCTION, MEASURED IN $",566775000,5985000,$94.70,TONS
1262,2017,29,OATS,"OATS - PRODUCTION, MEASURED IN $",2746000,845000,$3.25,BU
1263,2017,29,RICE,"RICE - PRODUCTION, MEASURED IN $",142800000,11900000,$12.00,CWT
1264,2017,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",7718000,2461000,$3.14,BU
1265,2017,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2773327000,292545000,$9.48,BU
1266,2017,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",164138000,36720000,$4.47,BU
1267,2017,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",164138000,36720000,$4.47,BU
962,2018,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1715616000,466200000,$3.68,BU
963,2018,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",47430000,310000,$153.00,TONS
964,2018,29,HAY,"HAY - PRODUCTION, MEASURED IN $",631392000,5408000,$116.75,TONS
965,2018,29,OATS,"OATS - PRODUCTION, MEASURED IN $",2160000,720000,$3.00,BU
966,2018,29,RICE,"RICE - PRODUCTION, MEASURED IN $",182863000,17090000,$10.70,CWT
967,2018,29,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",7526000,2100000,$3.58,BU
968,2018,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2201718000,257210000,$8.56,BU
969,2018,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",148491000,30680000,$4.84,BU
970,2018,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",148491000,30680000,$4.84,BU
676,2019,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1700862000,463450000,$3.67,BU
677,2019,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",42757000,253000,$169.00,TONS
678,2019,29,HAY,"HAY - PRODUCTION, MEASURED IN $",866514000,7367000,$117.62,TONS
679,2019,29,OATS,"OATS - PRODUCTION, MEASURED IN $",1100000,282000,$3.90,BU
680,2019,29,RICE,"RICE - PRODUCTION, MEASURED IN $",154239000,12747000,$12.10,CWT
681,2019,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2016525000,230460000,$8.75,BU
683,2019,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",127027000,24570000,$5.17,BU
682,2019,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",127027000,24570000,$5.17,BU
402,2020,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2574439000,560880000,$4.59,BU
403,2020,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",46830000,210000,$223.00,TONS
404,2020,29,HAY,"HAY - PRODUCTION, MEASURED IN $",694493000,6437000,$107.89,TONS
405,2020,29,OATS,"OATS - PRODUCTION, MEASURED IN $",1785000,430000,$4.15,BU
406,2020,29,RICE,"RICE - PRODUCTION, MEASURED IN $",187816000,15522000,$12.10,CWT
407,2020,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",3289041000,296310000,$11.10,BU
408,2020,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",128005000,22940000,$5.58,BU
409,2020,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",128005000,22940000,$5.58,BU
126,2021,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3018400000,548800000,$5.50,BU
127,2021,29,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",75294000,282000,$267.00,TONS
128,2021,29,HAY,"HAY - PRODUCTION, MEASURED IN $",725388000,6532000,$111.05,TONS
129,2021,29,OATS,"OATS - PRODUCTION, MEASURED IN $",3240000,900000,$3.60,BU
130,2021,29,RICE,"RICE - PRODUCTION, MEASURED IN $",212146000,15599000,$13.60,CWT
131,2021,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",3682105000,276850000,$13.30,BU
133,2021,29,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",205433000,31850000,$6.45,BU
132,2021,29,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",205433000,31850000,$6.45,BU
12724,1980,30,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",119070000,44100000,$2.70,BU
12725,1980,30,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2131000,592000,$3.60,BU
12726,1980,30,HAY,"HAY - PRODUCTION, MEASURED IN $",260625000,4170000,$62.50,TONS
12727,1980,30,OATS,"OATS - PRODUCTION, MEASURED IN $",6296000,3212000,$1.96,BU
12729,1980,30,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",43852000,54825000,$0.37,BU
12730,1980,30,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",220397000,54825000,$1.84,BU
12728,1980,30,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",510962000,54825000,$4.27,BU
12406,1981,30,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",132251000,56760000,$2.33,BU
12407,1981,30,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2788000,850000,$3.28,BU
12408,1981,30,HAY,"HAY - PRODUCTION, MEASURED IN $",240754000,4964000,$48.50,TONS
12409,1981,30,OATS,"OATS - PRODUCTION, MEASURED IN $",9148000,4840000,$1.89,BU
12410,1981,30,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",639708000,172830000,$7.17,BU
12412,1981,30,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",325763000,172830000,$3.65,BU
12411,1981,30,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",39744000,172830000,$0.45,BU
12089,1982,30,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",157466000,76440000,$2.06,BU
12090,1982,30,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3290000,1400000,$2.35,BU
12091,1982,30,HAY,"HAY - PRODUCTION, MEASURED IN $",245750000,4915000,$50.00,TONS
12092,1982,30,OATS,"OATS - PRODUCTION, MEASURED IN $",11705000,7650000,$1.53,BU
12094,1982,30,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",34411000,80560000,$0.43,BU
12093,1982,30,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",639544000,80560000,$7.94,BU
12095,1982,30,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",285988000,80560000,$3.55,BU
11773,1983,30,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",186480000,77700000,$2.40,BU
11774,1983,30,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",4368000,1365000,$3.20,BU
11775,1983,30,HAY,"HAY - PRODUCTION, MEASURED IN $",254583000,4041000,$63.00,TONS
11776,1983,30,OATS,"OATS - PRODUCTION, MEASURED IN $",8342000,5280000,$1.58,BU
11779,1983,30,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",282387000,136930000,$3.57,BU
11778,1983,30,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",15990000,136930000,$0.20,BU
11777,1983,30,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",505238000,136930000,$6.39,BU
11456,1984,30,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",142383000,59080000,$2.41,BU
11457,1984,30,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",4278000,1380000,$3.10,BU
11458,1984,30,HAY,"HAY - PRODUCTION, MEASURED IN $",294840000,3780000,$78.00,TONS
11459,1984,30,OATS,"OATS - PRODUCTION, MEASURED IN $",6876000,3885000,$1.77,BU
11462,1984,30,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",229673000,104655000,$2.19,BU
11460,1984,30,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",369363000,104655000,$3.53,BU
11461,1984,30,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",12745000,104655000,$0.12,BU
11142,1985,30,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",60900000,30000000,$2.03,BU
11143,1985,30,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2926000,1045000,$2.80,BU
11144,1985,30,HAY,"HAY - PRODUCTION, MEASURED IN $",233220000,2760000,$84.50,TONS
11145,1985,30,OATS,"OATS - PRODUCTION, MEASURED IN $",3465000,2310000,$1.50,BU
11147,1985,30,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",4579000,1440000,$0.20,BU
11148,1985,30,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",73472000,1440000,$3.28,BU
11146,1985,30,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",174147000,1440000,$7.77,BU
10828,1986,30,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",136032000,85020000,$1.60,BU
10829,1986,30,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3140000,1495000,$2.10,BU
10830,1986,30,HAY,"HAY - PRODUCTION, MEASURED IN $",220320000,4320000,$51.00,TONS
10831,1986,30,OATS,"OATS - PRODUCTION, MEASURED IN $",5672000,4140000,$1.37,BU
10832,1986,30,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",348764000,64000000,$5.45,BU
10833,1986,30,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",11880000,64000000,$0.19,BU
10834,1986,30,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",152960000,64000000,$2.39,BU
10514,1987,30,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",171990000,94500000,$1.82,BU
10515,1987,30,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3465000,1575000,$2.20,BU
10516,1987,30,HAY,"HAY - PRODUCTION, MEASURED IN $",189450000,4210000,$45.00,TONS
10517,1987,30,OATS,"OATS - PRODUCTION, MEASURED IN $",9015000,6050000,$1.49,BU
10520,1987,30,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",210672000,79200000,$2.66,BU
10518,1987,30,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",414186000,79200000,$5.23,BU
10519,1987,30,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",18088000,79200000,$0.23,BU
10200,1988,30,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",84600000,30000000,$2.82,BU
10201,1988,30,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",6930000,2200000,$3.15,BU
10202,1988,30,HAY,"HAY - PRODUCTION, MEASURED IN $",237150000,2790000,$85.00,TONS
10203,1988,30,OATS,"OATS - PRODUCTION, MEASURED IN $",6305000,2790000,$2.26,BU
